Brand,Price,Processor Type,SSD Capacity,RAM (System Memory),Graphics Card,Graphics Card Capacity,Operating System,Graphics Card Memory Type,Graphics Card Type,Warranty Type,RAM (System Memory) Type,Processor Core Count,Processor Generation,Processor Model,Usage Purpose,GPU Memory,Base Processor Speed (GHz),Connections,Screen Size,Maximum Expandable Memory
ACER,45511.74,Intel Core i5,4096 GB,12 GB,Nvidia GeForce GTX 1650,4096 GB,Windows,GDDR6,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,42520.82,Intel Core i5,4096 GB,36 GB,NVIDIA GeForce GT1030,4096 GB,Free Dos (No Operating System),GDDR5,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,43442.54,Intel Core i5,4096 GB,16 GB,AMD Radeon RX550,4096 GB,Windows,GDDR5,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,41791.63,Intel Core i5,4096 GB,36 GB,Nvidia GeForce GT 730,4096 GB,Windows,DDR3,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,45485.04,Intel Core i5,4096 GB,40 GB,AMD Radeon RX550,4096 GB,Windows,GDDR5,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,44884.3,Intel Core i5,4096 GB,36 GB,AMD Radeon RX550,4096 GB,Windows,GDDR5,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,42197.01,Intel Core i5,4096 GB,24 GB,AMD Radeon RX550,4096 GB,Free Dos (No Operating System),GDDR5,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,46112.47,Intel Core i5,4096 GB,16 GB,Nvidia GeForce GTX 1650,4096 GB,Windows,GDDR6,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,42347.87,Intel Core i5,4096 GB,32 GB,NVIDIA GeForce GT1030,4096 GB,Windows,GDDR5,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,46415.06,Intel Core i5,4096 GB,64 GB,Nvidia GeForce GT 730,4096 GB,Windows,DDR3,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,48755.7,Intel Core i5,4096 GB,48 GB,Nvidia GeForce GTX 1650,4096 GB,Windows,GDDR6,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,44549.68,Intel Core i5,4096 GB,16 GB,Nvidia GeForce GTX 1650,4096 GB,Free Dos (No Operating System),GDDR6,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,41729.34,Intel Core i5,4096 GB,12 GB,Nvidia GeForce GT 730,4096 GB,Windows,DDR3,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,42281.12,Intel Core i5,4096 GB,40 GB,Nvidia GeForce GTX 1650,4096 GB,Windows,GDDR6,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,44261.32,Intel Core i5,4096 GB,40 GB,Nvidia GeForce GTX 1650,4096 GB,Windows,GDDR6,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,41761.89,Intel Core i5,4096 GB,36 GB,Nvidia GeForce GTX 1650,4096 GB,Free Dos (No Operating System),GDDR6,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,42521.42,Intel Core i5,4096 GB,64 GB,Nvidia GeForce GT 730,4096 GB,Windows,DDR3,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,41761.89,Intel Core i5,4096 GB,32 GB,Nvidia GeForce GTX 1650,4096 GB,Free Dos (No Operating System),GDDR6,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,44323.62,Intel Core i5,4096 GB,64 GB,Nvidia GeForce GTX 1650,4096 GB,Windows,GDDR6,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,41680.39,Intel Core i5,4096 GB,32 GB,Nvidia GeForce GTX 1650,4096 GB,Windows,GDDR6,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,42881.86,Intel Core i5,4096 GB,48 GB,Nvidia GeForce GTX 1650,4096 GB,Windows,GDDR6,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,44862.05,Intel Core i5,4096 GB,48 GB,Nvidia GeForce GTX 1650,4096 GB,Windows,GDDR6,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,42192.12,Intel Core i5,4096 GB,48 GB,AMD Radeon RX550,4096 GB,Windows,GDDR5,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,42218.82,Intel Core i5,4096 GB,16 GB,Nvidia GeForce GTX 1650,4096 GB,Windows,GDDR6,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,42819.56,Intel Core i5,4096 GB,24 GB,Nvidia GeForce GTX 1650,4096 GB,Windows,GDDR6,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,43022.03,Intel Core i5,4096 GB,64 GB,NVIDIA GeForce GT1030,4096 GB,Windows,GDDR5,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,43660.59,Intel Core i5,4096 GB,36 GB,Intel UHD Graphics 730,256 GB,Windows,Integrated,Integrated,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",6,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
Dell,26499.49,Intel Core i5,4096 GB,16 GB,Intel UHD Graphics 730,1024 GB,Ubuntu,GDDR5,External,Official Distributor Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,21.5 inches,64 GB
Zeiron,11499.0,Intel Core i5,4096 GB,16 GB,Nvidia GeForce GT 730,500 GB,Free Dos (No Operating System),DDR3,External,Official Distributor Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",4,1st Generation,i5-650,Gaming,4 GB and below,1.8,VGA,19 inches,8 GB
Gamepage,11249.0,Intel Core i5,4096 GB,16 GB,AMD Radeon RX 550,500 GB,Free Dos (No Operating System),GDDR5,External,Official Distributor Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",4,3rd Generation,i5-3470,Gaming,4 GB and below,1.8,Wi-Fi,19 inches,16 GB
Gamepage,11649.0,Intel Core i5,4096 GB,16 GB,Nvidia GeForce GT 730,1024 GB,Free Dos (No Operating System),DDR3,External,Official Distributor Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",4,3rd Generation,i5-3470,Gaming,4 GB and below,1.8,Wi-Fi,24 inches,16 GB
Gamepage,11349.0,Intel Core i5,4096 GB,16 GB,Nvidia GeForce GT 730,1024 GB,Free Dos (No Operating System),DDR3,External,Official Distributor Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",4,3rd Generation,i5-3470,Gaming,4 GB and below,1.8,Wi-Fi,24 inches,16 GB
Zeiron,11399.0,Intel Core i5,4096 GB,16 GB,Nvidia GeForce GT 730,1024 GB,Free Dos (No Operating System),DDR3,External,Official Distributor Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",4,1st Generation,300U,Home - School,4 GB and below,1.8,HDMI,24 inches,8 GB
RaXius,55839.0,Intel Core i7,1024 GB,32 GB,Nvidia GeForce RTX 3070,128 GB,Linux,GDDR6,External,Official Distributor Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",20,14th Generation,14700KF,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,30373.23,Intel Core i5,512 GB,16 GB,Integrated Graphics,512 GB,Windows,Integrated,Integrated,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,Shared,1.8,USB,23.8 inches,64 GB
ACER,35529.76,Intel Core i5,2048 GB,48 GB,Integrated Graphics,2048 GB,Windows,Integrated,Integrated,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,Shared,1.8,USB,23.8 inches,64 GB
ACER,40936.37,Intel Core i5,2048 GB,40 GB,Nvidia GeForce GTX 1650,2048 GB,Windows,GDDR6,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,29171.77,Intel Core i5,256 GB,12 GB,Integrated Graphics,256 GB,Windows,Integrated,Integrated,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,Shared,1.8,USB,23.8 inches,64 GB
ACER,37647.9,Intel Core i5,2048 GB,20 GB,NVIDIA GeForce GT1030,2048 GB,Windows,GDDR5,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,34496.5,Intel Core i5,1024 GB,20 GB,Nvidia GeForce GT 730,1024 GB,Windows,DDR3,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,31036.27,Intel Core i5,512 GB,48 GB,Integrated Graphics,512 GB,Windows,Integrated,Integrated,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,Shared,1.8,USB,23.8 inches,64 GB
ACER,34167.55,Intel Core i5,512 GB,24 GB,Nvidia GeForce GTX 1650,512 GB,Free Dos (No Operating System),GDDR6,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,31997.44,Intel Core i5,512 GB,12 GB,Nvidia GeForce GT 730,512 GB,Windows,DDR3,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,35642.91,Intel Core i5,1024 GB,16 GB,Nvidia GeForce GTX 1650,1024 GB,Free Dos (No Operating System),GDDR6,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
ACER,25971.13,Intel Core i5,512 GB,8 GB,Integrated Graphics,512 GB,Free Dos (No Operating System),Integrated,Integrated,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,Shared,1.8,USB,23.8 inches,64 GB
ACER,40305.37,Intel Core i5,4096 GB,12 GB,NVIDIA GeForce GT1030,4096 GB,Windows,GDDR5,External,Acer Turkey Warranty,"<bound method Series.dropna of 0       DDR3
1       DDR3
2       DDR3
3       DDR4
4       DDR3
        ... 
2462    DDR4
2463    DDR4
2464    DDR4
2465    DDR4
2466    DDR4
Name: RAM (System Memory) Type, Length: 2467, dtype: object>",12+,12th Generation,12400,Office - Work,4 GB and below,1.8,USB,23.8 inches,64 GB
